Emp ID,Name,DOB,SSN,State
1062,Priscilla Franklin,9/14/1975,551-62-0352,Alaska
680,Pamela Rogers,12/31/1964,407-77-3578,North Carolina
1146,Steven Walters,9/2/1991,828-22-6866,Kentucky
1697,Emily Thompson,2/18/1990,341-08-2519,Arizona
964,Jason Peterson,8/20/1989,368-74-6448,Michigan
1613,Bethany Casey,8/6/1969,349-54-1342,Mississippi
528,John Ford,11/5/1986,031-59-5334,Ohio
170,Robert Levy,6/10/1976,357-56-7263,North Carolina
1411,Edward Peters,6/2/1976,602-69-0801,Washington
1679,William Bush,6/21/1976,303-79-0131,Connecticut
1127,Duane Williams,1/27/1961,610-56-9445,Oklahoma
9,William Edwards,6/21/1992,322-08-9569,Tennessee
2073,Roger Wall,4/17/1969,231-69-4292,Alabama
516,Nancy Moore,3/9/1973,462-27-7870,Delaware
1179,Deborah Morales,5/24/1963,875-06-7227,Connecticut
1106,Cody Leon,4/26/1992,013-77-9067,Massachusetts
1756,Mandy Greer,11/15/1987,080-45-9670,New York
824,Brenda Kent,8/9/1961,242-83-9315,New York
402,Jonathan Ramirez,12/16/1981,783-60-8612,New Mexico
1893,Steven Thompson,1/19/1973,749-24-5311,Missouri
553,Michael Monroe,4/18/1983,060-78-0960,Oregon
1980,Samuel Santos,3/14/1990,170-57-2063,Oklahoma
2046,Lori Martinez,11/16/1959,130-69-8278,Nebraska
293,Paul Green,10/6/1975,521-51-3279,Arkansas
1857,Jessica Harris,1/25/1994,286-39-7804,Virginia
1717,Jacob Archer,3/13/1961,212-25-3018,Missouri
1096,Amanda Fisher,3/15/1967,774-23-9755,Arkansas
745,Cynthia Bonilla,3/23/1979,693-08-7002,Tennessee
109,Clarence Daniels,8/6/1992,565-89-9651,Oregon
2112,David Wood,3/22/1979,014-73-9249,North Carolina
1189,Matthew Moore,4/13/1991,271-69-4233,Wyoming
1058,Alexandra Paul,9/30/1991,339-66-8532,Texas
581,Kim Wells,1/13/1981,127-49-5644,New Mexico
1528,Thomas Cortez,8/8/1959,212-41-9213,Louisiana
1216,Nicole Rodriguez,11/28/1972,710-82-4951,Oklahoma
405,Katherine Hernandez,2/8/1988,114-20-0837,Florida
550,Allen Perez,8/24/1971,450-15-9596,Arizona
686,Jacob Martinez,4/16/1965,388-82-0313,Kansas
498,Jacqueline Cooper,3/8/1963,104-13-9512,Delaware
905,Stephanie Davis,10/17/1968,094-37-9170,Montana
1033,Cathy Mcgee,2/3/1959,536-34-8652,Vermont
619,Margaret Smith,5/5/1968,682-35-7479,South Dakota
2113,Gina Bauer,8/13/1963,424-80-1576,Hawaii
2111,James Lucero,2/19/1961,523-67-9626,Alaska
1159,Daniel Morrison,2/11/1976,065-41-5212,Massachusetts
536,Vanessa Rodriguez,10/21/1958,656-32-6073,New Hampshire
1535,Lauren Perez,7/3/1981,892-23-9578,Maine
220,Alicia Andrade,2/4/1977,402-12-0807,Connecticut
1168,Carlos Gibson,9/16/1962,497-46-6761,Wisconsin
1415,Kathryn Sanchez,3/3/1972,186-46-9884,Nevada
580,Thomas Stout,8/27/1990,324-77-5841,Mississippi
1784,Nicholas Rice,4/21/1980,664-03-5065,Hawaii
1144,Jamie Shields,12/19/1983,675-23-8231,Ohio
1357,Holly Jones,7/6/1958,365-61-4145,Georgia
48,Aaron Jones,9/29/1987,180-94-6140,Idaho
32,Heidi Fowler,2/19/1964,535-65-4145,Rhode Island
765,Katherine Benson,12/10/1969,542-62-8721,South Carolina
1442,Linda Robbins,4/21/1985,895-88-7171,Kentucky
265,Joseph Martin,7/24/1987,507-68-3577,Minnesota
1823,Anthony Burns,2/15/1969,052-40-2863,Vermont
1393,Richard Hahn,3/6/1961,115-30-5875,Tennessee
87,Jennifer Romero,8/14/1961,759-76-4582,Alabama
768,John Munoz,4/16/1991,037-32-5426,California
2001,Katherine Maynard,1/14/1975,220-05-4906,New Jersey
902,Willie Raymond,5/19/1961,378-83-4564,Montana
1840,Eric Aguilar,6/19/1960,776-02-8610,Wisconsin
1074,Tasha Marquez,6/19/1957,763-43-7993,Kentucky
999,Howard Byrd,4/10/1986,678-11-5376,Michigan
1379,David Cummings,2/13/1983,707-72-7451,Oregon
1376,Jeanette Kirk,12/28/1981,300-32-2769,West Virginia
532,Melissa Herman,4/11/1988,827-90-7654,Wisconsin
40,Mark Norris,4/11/1976,234-32-4486,Montana
1323,Maria Patterson,2/9/1960,868-84-5543,Texas
1551,Steven Smith,3/12/1983,043-27-6077,New Hampshire
21,Rose May,8/29/1982,187-98-7332,Wyoming
1600,Christopher Santiago,4/22/1967,092-24-0657,Utah
931,Shannon Martinez,1/11/1992,559-89-2174,Alabama
1623,Austin Smith,2/16/1964,033-13-4922,Wisconsin
1276,Brian Myers,4/19/1961,274-34-8072,Florida
81,Michael Davis,1/20/1987,023-78-5600,New Jersey
842,Nicole Dudley,7/8/1967,665-98-2651,Arizona
456,Ashley Hill,1/3/1964,441-22-0671,South Carolina
723,Adam Martinez,11/1/1991,012-82-2549,New York
777,Isabella Carr,10/9/1968,894-88-2902,Indiana
191,Daniel Morales,3/21/1963,025-27-5432,Hawaii
1295,Andrew Williams,11/30/1986,842-84-6925,Idaho
955,Cody King,7/27/1962,552-94-8237,Colorado
1913,Angela Gonzales,8/27/1966,808-18-8623,Mississippi
1397,Adam Arnold,11/18/1978,095-80-3401,Wisconsin
1556,John Bender,10/7/1970,468-71-0475,Arkansas
608,Megan Jenkins,11/25/1982,544-95-3819,Nevada
1644,Darren Frederick,1/24/1981,139-94-8624,Connecticut
485,Karen Pena,8/5/1970,616-09-1440,Delaware
1924,Marcus Barnes,10/11/1989,189-77-0858,Hawaii
153,Steven Williams,9/9/1964,204-12-2930,Georgia
2096,Anna Anderson,5/18/1969,016-70-3943,Washington
1538,Patricia Lucas,3/21/1959,762-87-9386,Oklahoma
441,John Johnson,12/27/1988,032-41-6649,Minnesota
1883,Sara Lam,10/11/1970,059-27-9907,Indiana
1366,Anne Moore,8/13/1959,148-31-6421,Minnesota
1051,Christopher Shepherd,2/9/1974,273-64-5640,Rhode Island
794,David Brock,12/8/1958,698-71-8176,Iowa
1373,Tina Morgan,8/17/1986,494-92-6007,Kansas
872,Lisa Terry,10/7/1977,003-60-5940,South Dakota
1817,Virginia Simmons,7/26/1982,570-81-2224,Florida
851,Laura Brooks,12/16/1962,380-79-4803,Montana
556,Brian Miller,8/4/1978,602-14-1134,West Virginia
1952,Elizabeth Adams,7/28/1983,268-03-8567,West Virginia
1395,Terri Bird,6/17/1988,185-74-3331,Vermont
1463,Justin Sanders,8/10/1992,760-43-6990,Minnesota
1994,Tiffany George,2/6/1967,646-42-9311,Oregon
138,Travis Welch,4/18/1983,545-57-6679,Massachusetts
1092,Jason Calderon,8/21/1988,511-86-1362,South Carolina
234,Jerry Osborne,6/12/1965,483-55-7056,New York
677,Kelsey Gonzalez,5/9/1973,158-85-9942,Tennessee
1748,Tonya Wood,4/29/1986,603-75-7162,Mississippi
1888,Michelle Richards,3/9/1960,529-29-7073,North Carolina
1484,Sarah Craig,7/20/1977,049-85-1964,Alaska
342,Kyle Johnson,1/2/1966,609-17-6532,Hawaii
431,Paul Wilson,10/17/1969,747-82-6326,Alaska
874,Alyssa Rodriguez,10/30/1958,462-46-9354,Missouri
1007,Michelle Woodard,3/25/1984,776-40-6544,Kansas
102,Thomas Lindsey,10/16/1992,273-99-9938,California
1399,Kevin Stewart,11/17/1971,511-71-5371,Mississippi
1761,Ronald Martinez,5/11/1978,642-39-0592,Washington
19,Aaron Hanna,2/6/1988,156-42-8006,Virginia
1025,Elizabeth Cohen,11/11/1987,859-88-2825,Idaho
924,Jonathan Henderson,2/23/1970,317-11-6202,Louisiana
1054,Heather Hernandez,5/18/1988,406-03-2975,Minnesota
1799,Laura Young,12/4/1991,130-44-6643,Michigan
1521,Heidi Moran,1/23/1961,590-05-2555,Oklahoma
1348,Sean Johnson,10/14/1989,675-03-3225,New Jersey
1897,Barbara Smith,2/6/1974,609-08-5229,New York
484,Jason Freeman,6/5/1960,041-11-3738,Maine
994,Jackie Cummings,8/19/1962,619-27-9255,Maine
217,David Shelton,7/8/1994,855-37-9705,Mississippi
983,Jeanette Everett,3/14/1984,011-33-8061,New Jersey
1474,Michael Martin,1/12/1990,640-05-0362,North Dakota
1453,Shelby Garcia,6/21/1992,423-70-9256,South Carolina
298,Brian Dudley,3/23/1967,887-66-2714,New Jersey
1028,Andrea Ramos,8/22/1994,421-35-4870,Alabama
773,Alexandra Gray,7/14/1972,369-35-2578,Alabama
482,Adam Contreras,2/29/1992,689-23-0224,Wisconsin
189,Taylor Adams,3/7/1959,562-71-8505,Tennessee
283,Mitchell Thomas,12/20/1988,695-58-0577,South Dakota
1965,Courtney Reid,7/2/1961,508-30-9747,Michigan
1330,Kayla Mcguire,10/23/1968,816-09-3190,Indiana
1197,Chad Rodriguez,6/25/1960,293-66-0966,Kentucky
977,Kevin Garcia,5/17/1963,636-10-4908,Florida
418,Daniel Walker,10/31/1985,584-13-8850,New Jersey
847,Colton Ross,8/11/1994,897-33-3123,Indiana
1369,Erica Smith,10/2/1973,406-46-5830,South Carolina
1794,Nicholas Henry,9/19/1980,599-27-9335,Indiana
1289,Ruth Reeves,12/11/1965,416-25-9922,Maryland
859,Gina Rodriguez,6/7/1981,163-36-6047,Texas
237,John Macdonald,1/28/1967,441-52-8496,Hawaii
1263,Michelle Moreno,9/13/1975,204-83-3075,Pennsylvania
1860,Michael Farrell,1/11/1972,027-75-9728,North Dakota
1713,Lynn Fox,7/5/1972,760-68-9052,Vermont
1782,James Williams,9/18/1992,554-24-9225,Hawaii
2060,Robert Williams,7/28/1966,485-78-5396,Illinois
2078,Matthew Solis,12/21/1990,551-62-6541,Idaho
145,Anita Hill,7/28/1961,068-83-9891,California
1827,Mary Davis,4/19/1984,600-42-8228,Tennessee
699,Kyle Wood,2/2/1966,854-25-0765,Florida
316,Natalie Carlson,6/24/1979,286-83-7026,Maryland
693,Scott Smith,11/25/1975,840-28-4104,Texas
31,Jessica Jones,6/16/1986,145-92-3598,Ohio
1299,Loretta Vasquez,10/25/1966,019-42-0870,South Dakota
339,Kathryn Bonilla,8/9/1978,054-49-3708,Rhode Island
775,Luke West,8/14/1967,782-17-6228,North Carolina
650,Thomas Byrd,9/6/1967,831-58-7030,Vermont
236,Edwin Williams,10/29/1994,569-95-1359,Nebraska
1915,Steven Lewis,12/24/1980,611-46-1947,Massachusetts
582,Aaron Bruce,8/1/1966,274-96-2115,West Virginia
1912,Leonard Brown,4/6/1969,708-81-6711,Connecticut
1881,Deborah Jackson,12/10/1979,361-01-2438,Alabama
1688,John Marshall,4/25/1967,786-61-0554,Connecticut
1211,Melissa Mercado,9/22/1994,356-71-7490,Texas
1134,Adam Blackburn,12/8/1969,426-84-7922,Missouri
1719,Daniel Gibson,9/2/1957,277-93-1030,Connecticut
943,Jessica Davis,7/23/1972,064-75-3297,South Carolina
1459,Johnny Downs,8/1/1984,253-69-6934,Colorado
13,Anthony Simpson,10/15/1981,026-86-5784,New Mexico
1067,Patricia Beard,10/16/1983,083-38-7152,Pennsylvania
1192,Justin Henry,7/30/1992,711-13-2649,Georgia
10,Dwayne Mckee,10/16/1973,814-97-2174,Maine
601,Mark Mendez,5/11/1991,830-12-3104,Arizona
2080,Ryan Martin,1/2/1983,749-42-5485,Connecticut
1550,Stacey Joyce,12/6/1957,039-13-3672,Indiana
409,Sarah King,2/3/1980,673-36-1925,Tennessee
669,Kathy Simpson,4/23/1974,638-91-0462,Alabama
204,Jill Perry,12/30/1983,624-32-3501,Illinois
1780,Cory Williams,8/15/1988,703-60-0423,Illinois
16,Tiffany Thomas,10/10/1971,654-34-8636,Kentucky
554,Tracy Goodwin,3/2/1979,825-32-2848,South Carolina
438,Nathaniel Swanson,12/28/1957,611-52-0880,New Mexico
518,Daniel Moore,5/10/1959,579-29-5676,Rhode Island
2084,Shannon Anderson,6/29/1958,424-61-5070,Texas
1723,Shaun Rodriguez,10/7/1983,845-12-8987,Indiana
1212,Cassandra Blanchard,3/3/1977,647-57-6073,Idaho
58,Michael Andersen,9/2/1961,460-10-0392,North Dakota
542,Cindy Cruz,10/8/1976,887-55-5675,Minnesota
574,Richard Jones,5/1/1986,833-50-2767,Oklahoma
880,Judy Williamson,11/30/1958,415-54-4904,Pennsylvania
1601,Pamela Arnold,8/4/1994,620-23-0539,New York
1873,Julia Stuart,5/20/1987,487-68-0136,Delaware
180,Jessica Johnson,12/23/1959,639-52-6174,Colorado
242,Samantha Gilbert,3/18/1961,179-05-2427,Utah
1215,Heather Barton,4/2/1973,636-90-0109,New Hampshire
394,Lauren Guzman,2/22/1990,888-95-5246,Maryland
1173,Tabitha Salazar,4/15/1990,113-31-4140,Indiana
1681,Jason Page,9/17/1963,668-67-4503,New Hampshire
1956,Justin Simpson,10/16/1964,574-81-8212,Colorado
508,Richard Brennan,11/23/1987,072-05-3215,Arizona
1844,Aaron Mathis,2/4/1957,826-33-1972,Kentucky
1914,Kayla Green,11/13/1972,083-66-3449,South Carolina
1109,Sherry Medina,2/10/1991,885-87-1685,Alaska
1656,Lee Smith,3/11/1984,013-11-5651,Oklahoma
263,Michael Rowe,11/15/1967,144-20-3860,Vermont
1069,Keith Thompson,10/26/1982,729-35-2301,Massachusetts
1991,Justin Austin,2/16/1989,528-59-2653,Kentucky
1805,John Rose,8/25/1990,311-39-5475,Colorado
2,Jason Bailey,2/10/1989,261-96-0094,Hawaii
468,Christie Parker,6/10/1986,100-79-2928,Massachusetts
465,David Bell,10/23/1977,164-96-4436,Massachusetts
1185,Shane Brown,3/26/1958,018-54-4680,New Hampshire
630,Nicholas Patrick,11/19/1991,564-51-8810,Connecticut
811,Ashley Heath,3/25/1984,428-77-7731,West Virginia
1400,Kathryn Conrad,7/2/1991,743-05-2367,Alaska
112,Pamela Ramirez,6/30/1984,628-31-5534,Pennsylvania
116,Kristin Gonzalez,8/4/1961,686-87-5453,Michigan
1005,Paul Smith,12/13/1964,178-59-3289,Arizona
400,Emily Walters,3/14/1984,418-33-8813,Rhode Island
767,Olivia Jimenez,8/7/1977,493-96-6400,Idaho
1158,Michelle Richards,9/25/1987,215-79-0333,Nevada
2021,Robert Stein,8/20/1963,756-47-5658,Tennessee
1142,Tanya Ellis,3/3/1979,143-76-3149,Delaware
1736,Amanda Cervantes,9/2/1978,547-76-6911,Kentucky
837,John Pham,11/9/1991,350-68-7062,New Hampshire
197,Raymond Hunter,1/19/1981,871-28-5472,Maryland
1999,Wendy Garrett,6/23/1982,437-04-8044,South Dakota
1326,Joseph Brown,9/6/1971,279-33-9641,New York
1803,Shawn Johnson,2/17/1969,827-84-5012,Washington
399,Linda Warner,9/26/1959,653-26-0217,New Mexico
228,Elijah Padilla,4/21/1982,420-23-1696,Alaska
382,Jason Torres,6/5/1958,466-55-8830,Alabama
41,Christopher Flores,12/28/1959,196-26-0940,South Dakota
1012,Anthony Ware,2/7/1980,692-91-4265,Wisconsin
1298,Paul Hebert,11/11/1984,570-12-0581,Mississippi
1832,John Ballard,1/11/1990,386-93-7793,Pennsylvania
493,Jeffrey Fisher,4/4/1965,860-91-8585,Arizona
629,David Vega,10/3/1989,374-09-9790,Maryland
1579,Karen Horn,3/27/1984,432-61-2821,Wisconsin
1222,Jermaine King,8/21/1993,590-30-9068,Rhode Island
1769,Charles Weaver,8/11/1962,006-86-0697,Delaware
1086,Anthony Bean,11/18/1966,891-11-6681,Arkansas
642,Sara Schultz,8/26/1987,512-99-8390,Colorado
1050,Dustin Kline,6/6/1971,184-84-8783,Georgia
901,Kevin Green,3/15/1959,319-23-3626,Rhode Island
118,Alyssa Hickman,4/19/1974,349-08-9953,Illinois
1504,Shannon Walker,1/15/1978,126-76-4315,New Mexico
1180,Krista Jackson,4/7/1977,517-04-1259,Louisiana
933,Lawrence Sutton,10/11/1959,137-69-1525,West Virginia
249,Brady Vaughn,10/29/1983,218-73-7261,Virginia
1941,Joseph Rollins,5/17/1988,483-84-5638,Illinois
1413,Joseph Lopez,11/6/1980,632-98-9529,Nebraska
2110,Jennifer Castro,5/16/1976,099-08-9645,Hawaii
1499,David Mcgee,2/7/1958,185-15-9525,North Dakota
457,Kevin Reed,4/22/1960,034-77-8987,Arkansas
497,Jennifer Holloway,1/30/1991,791-57-1289,New Jersey
2006,Troy Turner,11/5/1959,132-73-1685,Arizona
276,Sherry Trevino,10/24/1964,105-98-3646,Alaska
435,Bailey Patel,3/24/1985,398-42-9372,Illinois
1257,Michael Rivers,10/5/1971,881-23-3089,Washington
956,Trevor Ochoa,8/26/1988,047-84-8514,Pennsylvania
673,Danielle Robinson,5/31/1960,143-83-8917,South Dakota
1237,Jacob Jones,4/2/1981,472-26-4935,Texas
877,Dorothy Molina,1/13/1965,563-51-7633,South Carolina
1223,Sarah Calhoun,12/10/1972,720-30-5594,Virginia
1446,Brenda Zimmerman,5/16/1980,558-50-9615,Kansas
1510,Nina Banks,5/9/1985,191-26-9945,Wisconsin
1583,Rebecca Fox,9/27/1988,832-11-3940,Montana
1292,Maria Mckenzie,7/28/1974,381-59-8479,New Jersey
1978,Willie Hines,5/1/1993,601-41-2557,Nevada
29,Zachary Tyler,8/24/1966,197-95-6670,Utah
240,Emily Cochran,12/28/1970,133-59-5494,South Dakota
2109,Kayla Galloway,12/4/1961,651-81-9611,Arizona
1839,Mary Walsh,7/9/1989,675-58-4428,North Dakota
806,James Kirk,3/18/1976,892-38-2003,Utah
1386,Kelly Casey,1/22/1991,529-74-0409,Oklahoma
1078,Travis Lee,1/16/1958,582-39-2949,Washington
1042,Jessica Williams,11/24/1981,095-56-4639,Kentucky
1120,Donald Lawson,10/20/1994,087-71-5876,South Dakota
1027,Jodi Newton,12/28/1983,703-14-4224,Idaho
1225,Taylor Hernandez,3/20/1976,648-25-4749,Nebraska
1087,Christine Hopkins,10/13/1968,075-28-5682,Missouri
570,Barbara Jefferson,4/2/1989,200-32-4441,New Jersey
1360,Kelly Strickland,6/30/1976,833-27-7387,Missouri
716,John Stevens,8/31/1975,796-82-2721,North Dakota
2115,Megan Melendez,11/3/1988,358-37-3429,Maryland
1532,Troy Ballard,4/25/1992,742-14-8211,Massachusetts
36,John Young,10/8/1962,160-24-8187,Maine
1721,Joseph Henderson,6/15/1978,461-21-1968,Washington
1218,Frank Williams,12/3/1980,472-06-8177,New Hampshire
626,Wesley Davis,9/28/1985,278-85-9388,Indiana
432,Jared Harper,10/7/1991,093-20-7767,South Dakota
1076,Joshua Miller,10/1/1973,306-01-3684,Massachusetts
1543,Caleb Rubio,1/6/1966,273-89-9678,Texas
1055,Yvette Wyatt,2/11/1981,735-18-7673,Illinois
663,Veronica Rodriguez,2/27/1994,561-21-0138,Maine
884,Chase Peters,6/27/1989,814-09-0588,Michigan
1904,Thomas Curry,1/30/1960,273-94-9978,Massachusetts
636,David Garrett,1/7/1957,742-73-0743,Texas
1729,Brent Jones,5/12/1968,209-06-4006,Wyoming
1870,Mary Jones,7/5/1960,122-36-1233,Oregon
2005,Kurt Calderon,11/22/1971,020-44-3640,New Mexico
1160,Jennifer Stevens,6/27/1984,462-69-6438,Iowa
1609,Michael Miller,5/21/1959,550-74-9413,Maryland
672,Rachael Murphy,5/4/1959,549-32-4348,California
1779,James Griffith,11/12/1970,607-98-7967,Vermont
1854,Pamela Ray,4/11/1977,128-34-6548,Hawaii
108,Shawn Mitchell,7/27/1993,576-10-5330,Maryland
653,Diane Wiley,11/9/1977,535-95-7369,Hawaii
1024,Matthew Berry,12/16/1959,574-76-2038,Hawaii
1852,Tracy Davis,9/13/1988,493-88-1962,California
178,Derek Hale,11/11/1977,210-75-7878,Arkansas
1624,Diane Shea,3/10/1957,174-94-8090,Mississippi
918,Joseph Gutierrez,2/16/1990,129-52-5291,Rhode Island
1008,Andrea Byrd,8/12/1967,069-12-3106,Indiana
1312,Kathryn Malone,5/24/1970,471-77-1227,Montana
501,Matthew Wilson,2/24/1967,777-94-5058,Ohio
157,Vincent Sloan,10/19/1959,777-74-5501,North Carolina
1927,Ashley Chandler,3/21/1980,859-05-1307,Arizona
71,Willie Jones,1/8/1983,687-19-5452,Indiana
96,Brett Thomas,9/1/1992,211-79-6916,Texas
1093,Cristian French,12/1/1965,038-55-5433,Nevada
1602,Brenda Davis,10/17/1993,510-65-8713,Nebraska
813,Jennifer Gray,12/28/1973,154-45-9634,Alabama
136,Eric Bradley,3/2/1988,601-80-4231,South Carolina
70,Thomas Howell,5/19/1977,105-15-8695,Hawaii
978,Mary Simpson,2/27/1980,364-43-2691,Kansas
1372,Kelli Owens,8/28/1972,059-54-8002,New York
1117,Charles Savage,11/9/1977,089-82-9402,California
1085,Christopher Espinoza,3/21/1958,091-79-4243,Wisconsin
559,Clayton Henderson,6/30/1975,045-37-9396,Wyoming
2077,Rachel Sandoval,11/30/1975,667-68-5233,North Carolina
347,Stephanie Carpenter,11/1/1959,043-49-7041,Missouri
2101,Natalie Turner,6/19/1991,711-18-3128,Colorado
230,Julie Higgins,11/24/1974,425-84-8175,Mississippi
1711,Logan Briggs,8/18/1964,394-98-7519,Kentucky
1851,Jose Manning,8/12/1987,777-87-0989,Georgia
173,Tamara Morris,10/13/1961,198-60-3486,Wisconsin
1140,Brian Martinez,9/10/1972,398-67-4875,New Hampshire
282,David Contreras,8/27/1994,733-36-7970,Texas
2016,Joshua Graves,1/29/1969,350-03-5080,California
281,Jennifer Gilbert,8/25/1985,248-06-9467,Hawaii
1177,Kevin Brock,8/31/1974,740-36-6074,Kansas
727,Roger Coleman,9/14/1957,631-81-6111,New York
577,Grant Patterson,12/24/1986,611-12-6784,Rhode Island
753,Kevin Robinson,12/5/1991,486-54-4224,Maryland
1561,James Stokes,4/16/1971,129-26-0232,California
587,David Johnson,1/8/1990,841-95-3708,Michigan
830,John Rivera,1/3/1964,173-78-3546,Louisiana
1890,Charles Bryan,12/4/1985,659-84-2171,Maryland
47,Alexander Romero,7/12/1975,284-11-1442,Vermont
139,Matthew Knight,5/7/1984,841-90-8438,Texas
270,James Harris,12/20/1973,695-25-8140,Montana
1487,Richard Hunt,8/30/1983,040-59-4959,Maryland
706,Kaitlyn Reese,5/21/1983,196-49-5521,Florida
576,Marissa Kelly,10/26/1974,336-10-7575,North Dakota
1699,Heidi Shaw,11/13/1987,413-48-6968,Kentucky
1921,Alyssa Armstrong,3/5/1992,353-98-0479,Alabama
1432,Erica Cole,12/1/1971,044-30-7616,Rhode Island
1938,David Johnston,7/31/1965,634-39-0677,Utah
962,Katrina Wiggins,9/14/1975,766-14-1378,Rhode Island
1541,Benjamin Long,12/9/1976,388-98-7867,Rhode Island
2120,Pam Sanchez,11/21/1975,352-38-8018,Minnesota
1640,Lori Adams,8/6/1991,538-64-3803,Idaho
233,Julie Nelson,8/22/1972,084-02-5917,Georgia
1039,Joseph Steele,4/28/1990,344-40-9841,Washington
1868,Craig Wiggins,5/28/1962,704-75-7616,Texas
2123,Jill Fox,2/21/1965,124-55-3332,Pennsylvania
243,Gerald Wallace,10/17/1988,075-77-0638,Nebraska
1722,Michael Vasquez,11/5/1994,115-93-2681,Texas
1547,Keith Thomas,6/18/1972,614-76-3051,Pennsylvania
201,Gregory Williams,6/9/1957,319-96-2236,New Hampshire
822,John Daniels,6/7/1982,077-42-2845,Vermont
1948,Susan Garrison,6/17/1967,503-90-8796,New York
1230,Brenda Gay,1/2/1978,676-08-7151,Connecticut
1161,Wyatt Moreno,3/22/1984,400-09-4187,Michigan
1518,Susan Turner,4/26/1966,038-09-2571,Utah
258,Denise Martin,5/11/1982,308-85-2489,Indiana
2011,Erica Ryan,8/13/1982,350-79-8369,Maryland
1758,Monica Hawkins,2/26/1958,191-14-2444,West Virginia
944,Brenda Freeman,1/11/1994,493-32-2578,Arizona
333,James Walker,1/16/1990,215-43-1799,Virginia
1781,Mark Gordon,9/20/1987,170-10-5608,New York
871,Joseph Cummings,8/11/1971,359-85-3554,New Hampshire
798,Andrea Fitzgerald,12/4/1990,477-01-5882,Massachusetts
1828,Vanessa Petersen,5/17/1966,356-30-8659,Pennsylvania
1804,Jessica Moore,3/27/1958,110-90-0396,Iowa
1403,Ryan Moreno,7/25/1974,246-82-2902,Georgia
1520,Tony Banks,9/15/1991,521-75-7821,Minnesota
1635,Christina Marshall,4/7/1966,045-01-6940,Iowa
1666,Andrew Sutton,1/18/1983,184-15-2345,Hawaii
652,Tom Mayer,2/9/1986,203-81-3480,Vermont
2038,Cassandra Gordon,2/21/1984,709-13-2243,New York
788,Cameron Silva,6/11/1980,675-98-7963,Massachusetts
734,Cheryl Flores,8/13/1986,407-44-5566,Delaware
2067,Jennifer Newman,4/5/1964,014-66-3067,Nebraska
1137,Peter Miller,6/27/1968,529-07-5656,Oklahoma
1792,Ashley Smith,3/17/1990,315-60-1428,Nebraska
488,Brianna Brown,6/28/1988,780-32-3009,Alabama
2114,Peter Hansen,7/27/1980,216-14-4935,Rhode Island
2026,Jimmy Hunter,12/11/1988,268-03-2553,Idaho
759,Angela Randall,12/3/1982,203-95-3666,New York
175,Brandon Gomez,4/30/1980,079-22-9117,Colorado
385,Shawn Smith,6/11/1976,383-31-3742,New Hampshire
1807,Marcus Garza,4/1/1960,328-61-3499,Tennessee
711,Amber White,3/27/1967,014-50-8793,Louisiana
1861,Ashley Shepard,7/24/1972,215-19-2653,Ohio
1894,Maurice Palmer,9/11/1980,850-64-6048,Louisiana
833,Richard Ward,9/15/1959,097-89-4384,Missouri
939,Robert Bailey,6/22/1980,401-86-0849,Colorado
2029,Jose Dodson,1/12/1969,157-43-2007,North Carolina
194,Jeanette Hart,10/22/1965,561-46-4052,New Jersey
1801,John Shepard,7/11/1975,236-79-7873,New Hampshire
526,Jennifer Stafford,11/19/1978,627-82-3340,West Virginia
610,Jenny Morgan,10/2/1992,400-26-3732,Kansas
94,Jill Haynes,3/15/1979,811-10-9789,New York
1195,Matthew Aguirre,4/6/1981,135-07-3346,New Mexico
213,Joshua King,1/4/1994,785-60-3279,Virginia
17,Vincent Howard,5/11/1972,157-47-3520,Maryland
1755,Kimberly Acevedo,9/4/1968,089-91-1279,Massachusetts
1505,Cameron Griffith,1/9/1986,545-80-0633,Massachusetts
1899,Angela Love,3/12/1974,528-49-7067,Kansas
1692,Larry Roach,7/13/1971,741-93-2498,Virginia
1248,Kimberly Fleming,4/9/1985,773-29-6799,Iowa
1587,Vanessa Wells,9/14/1993,100-34-3702,Nevada
1621,Brenda Russell,10/24/1983,566-05-1775,Maryland
30,Julia Reynolds,7/10/1969,564-02-5553,Idaho
239,Scott Kane,8/16/1969,149-39-9499,West Virginia
1557,Jenny Thompson,12/29/1988,234-56-5801,South Dakota
1829,Robert Castro,4/20/1977,746-85-6975,Michigan
1290,James Miller,8/12/1966,619-98-2119,Maine
1464,Audrey Murphy,7/12/1962,618-81-8969,Idaho
751,Dana Cox,1/12/1980,839-55-4163,Utah
986,Kiara Riley,6/12/1988,775-91-6560,Kansas
1673,Isabella Marshall,1/11/1957,565-42-9744,Washington
1313,Amanda Wright,12/5/1973,650-21-7528,Texas
1508,Nicholas Weaver,3/22/1976,295-08-4980,Alabama
210,Erin Snyder,2/24/1976,548-96-9700,North Carolina
442,Donna Bolton,6/16/1990,743-72-6047,Arizona
1687,Brittany Murphy,1/5/1985,762-72-0297,Montana
262,Cynthia Roberts,3/8/1969,186-04-9922,Georgia
406,Steven Russell,3/21/1974,301-39-0698,Illinois
454,Bernard Torres,8/4/1977,315-86-7636,Nebraska
1730,Tiffany Terrell,7/8/1967,824-66-7361,Illinois
1164,Donna Mason,3/20/1971,419-12-3768,Oklahoma
634,Stephanie Melton,1/23/1977,853-22-0043,North Carolina
273,Sylvia Jackson,4/18/1986,779-06-2148,Iowa
1364,Theresa Williams,1/10/1965,702-13-4890,Virginia
